name,party,status,votes
DR. H. M. NANJUNDASWAMY,Samajwadi Janata Party(Karnataka),lost,523
A. G. RAMACHANDRA RAO,Secular Democratic Congress,lost,490
BALABHADRA MAJHI,Bharatiya Janata Party,won,481396
PRADEEP KUMAR MAJHI,Biju Janata Dal,lost,393860
BHUJABAL MAJHI,Indian National Congress,lost,303392
NOTA,None of the Above,,43268
TRINATH MUNDAGUDIA,Socialist Unity Centre Of India (COMMUNIST),lost,20559
S SUPONGMEREN JAMIR,Indian National Congress,won,401951
DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,lost,350967
HAYITHUNG TUNGOE LOTHA,Independent,lost,6232
NOTA,None of the Above,,1646
PRADYUT BORDOLOI,Indian National Congress,won,788850
SURESH BORAH,Bharatiya Janata Party,lost,576619
AMINUL ISLAM,All India United Democratic Front,lost,137340
NOTA,None of the Above,,11995
SIKHA SARMA,Independent,lost,6620
SAMSUL ALAM,Independent,lost,5069
BIPAD BHANJAN SARKAR,Independent,lost,4885
ANUPAM BARUAH,Jai Prakash Janata Dal,lost,4319
NIKHIL DEKARAJA,Independent,lost,3627
RABBUL HAQUE,Rashtriya Ulama Council,lost,2559
ABU SHAMA,Independent,lost,2238
ABU EUSUF MD RAIHAN UDDIN,Independent,lost,2030
SANTANU MUKHERJEE,Bharatiya Gana Parishad,lost,2010
SAIFUL ISLAM CHOUDHURY,Asom Jana Morcha,lost,1837
SELVARAJ V,Communist Party of India,won,465044
DR SURSITH SANKAR G,All India Anna Dravida Munnetra Kazhagam,lost,256087
KARTHIKA M,Naam Tamilar Katchi,lost,131294
RAMESHGOVIND S G M,Bharatiya Janata Party,lost,102173
NOTA,None of the Above,,8918
VIJAYARAGAVAN N,Independent,lost,3102
SUBRAMANIAN K,Independent,lost,2467
JAGADEESH J BE,Bahujan Samaj Party,lost,1806
PREM S,Independent,lost,1070
BOOMINATHAN B,Desiya Makkal Sakthi Katchi,lost,1050
DR.MALLU RAVI,Indian National Congress,won,465072
BHARATH  PRASAD POTHUGANTI,Bharatiya Janata Party,lost,370658
DR.R.S.PRAVEEN KUMAR,Bharat Rashtra Samithi,lost,321343
AMBOJU RAVI,Alliance of Democratic Reforms Party,lost,12554
BESAMOLLA  YOSEF,Bahujan Samaj Party,lost,7218
PILLELA SRIKANTH,Independent,lost,6404
NOTA,None of the Above,,4580
BUDDHULA SRINIVAS,Independent,lost,4361
PALADHI NAGARAJU,Independent,lost,4058
AMARNATH,India Praja Bandhu Party,lost,3709
PULJALA BALAIAH,Independent,lost,3584
GALIMUDI GEETHA,Independent,lost,3147
KARNE. SHIREESHA @ BARRELAKKA,Independent,lost,3087
PAKIRA RAMULU,Independent,lost,2839
BIKSHAPATHI LANDA,Independent,lost,1981
AYYAPPA SUNIL,Rashtriya Praja Congress  (Secular),lost,1227
GADDAM VIJAY,Bahujan Mukti Party,lost,1009
PRASANGI,Pyramid Party of India,lost,892
VAGGU VINAY,Vidhyarthula Rajakiya Party,lost,770
DASARI BHARATHI,Viduthalai Chiruthaigal Katchi,lost,730
HANUMAN BENIWAL,Rashtriya Loktantrik Party,won,596955
JYOTI MIRDHA,Bharatiya Janata Party,lost,554730
DR ASHOK CHOUDHARY,Abhinav Rajasthan Party,lost,26294
DR. GAJENDRA SINGH RATHORE,Bahujan Samaj Party,lost,24008
NOTA,None of the Above,,8771
RAJKUMAR JAT,Independent,lost,8232
HARI RAM,Independent,lost,7626
PREMRAJ KHARDIYA,Independent,lost,4512
AMEEN KHAN,Independent,lost,4463
HANUMAN SINGH KALVI,Rashtriya Janshakti Party (Secular),lost,2882
CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),won,512552
OM KUMAR,Bharatiya Janata Party,lost,361079
MANOJ KUMAR,Samajwadi Party,lost,102374
SURENDRA PAL SINGH,Bahujan Samaj Party,lost,13272
NOTA,None of the Above,,5307
JOGENDRA,Independent,lost,4518
SANJEEV KUMAR,Independent,lost,2201
NITIN JAIRAM GADKARI,Bharatiya Janata Party,won,655027
VIKAS THAKRE,Indian National Congress,lost,517424
YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party,lost,19242
NOTA,None of the Above,,5474
KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party,lost,2059
ADARSH RAVISHANKAR THAKUR,Independent,lost,1750
ADV ULHAS SHALIKRAM DUPARE,Independent,lost,1348
FAHIM SHAMIM KHAN,Minorities Democratic Party,lost,1073
SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party,lost,817
TEKRAJ BELKHODE,Independent,lost,808
GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party,lost,720
DHANU WALTHARE,Independent,lost,692
VIJAY MANKAR,Ambedkarite Party of India,lost,610
ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc,lost,567
VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,lost,562
GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party,lost,471
SHRIDHAR NARAYAN SALVE,Bhim Sena,lost,451
SUNIL WANKHEDE,Rashtra Samarpan Party,lost,322
DIPAK LAXMANRAO MASKE,Bahujan Maha Party,lost,270
NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST),lost,251
SANTOSH TULSHIRAM CHAVHAN,Independent,lost,242
SUSHIL PATIL,Independent,lost,237
SACHIN RAMKRUSHNARAO WAGHADE,Independent,lost,202
PRAFUL MANIKCHAND BHANGE,Independent,lost,201
VINAYAK BHAURAO AWCHAT,Independent,lost,190
BABITA RAJU AWASTHI,Independent,lost,182
SAHIL BALCHAND TURKAR,Independent,lost,129
AJAY BHATT,Bharatiya Janata Party,won,772671
PRAKASH JOSHI,Indian National Congress,lost,438123
AKHTAR ALI,Bahujan Samaj Party,lost,23455
NOTA,None of the Above,,10425
AKHALESH KUMAR,Akhil Bhartiya Parivar Party,lost,4902
HITESH PATHAK,Independent,lost,4315
RAMESH KUMAR MAX,Independent,lost,3300
AMAR SINGH SAINI,Peoples Party of India (Democratic),lost,2987
JEEVAN CHANDRA UPRETI,Bharat Ki Lok Jimmedar Party,lost,2310
SHIB SINGH,Uttarakhand Kranti Dal,lost,1855
SURENDRA SINGH,Bhartiya Shakti Chetna Party,lost,1673
KAUSHALENDRA KUMAR,Janata Dal  (United),won,559422
DR. SANDEEP SAURAV,Communist Party of India  (Marxist-Leninist)  (Liberation),lost,390308
SUDHIR KUMAR,Sanyukt Kisan Vikas Party,lost,25291
NOTA,None of the Above,,19217
SURENDRA PRASAD,Al-Hind Party,lost,18576
SHASHI KUMAR,Samaj Shakti Party,lost,18480
PRAMOD KUMAR NIRALA,Bahujan Samaj Party,lost,15332
AJEET KUMAR,Independent,lost,14750
VINAY PRATAP SINGH,Rashtriya Sanatan Party,lost,9602
SANJAY RAJESH,Karpoori Janta Dal,lost,7887
SUDHIR DAS,Independent,lost,6806
KANHAIYA LAL YADAV,Jagrook Janta Party,lost,6692
SANYUKTA KUMARI,Independent,lost,6238
AJIT KUMAR,Independent,lost,5520
SHYAM SUNDAR PRASAD,Independent,lost,3932
RAMESH KUMAR,Naki Bharatiya Ekta Party,lost,3845
KISLAY KUMAR,Independent,lost,3602
KESHO JAMADAR,Peoples Party of India (Democratic),lost,3387
SURENDER SINGH,Independent,lost,3345
DILIP KUMAR,Moolniwasi Samaj Party,lost,2729
NAND KISHOR PARASAD,Pragatisheel Magahi Samaj,lost,2468
NISHA RANJAN,Samata Party,lost,2415
SHASHIRANJAN SUMAN,Independent,lost,2340
GHANSHYAM PRASAD SINGH,Independent,lost,2110
KUMAR HARI CHARAN SINGH YADAV,Bharatiya Momin Front,lost,1980
MUNNA KUMAR,Sankhyanupati Bhagidari Party,lost,1949
MUNNA KUMAR,Samajwadi Lok Parishad,lost,1880
PAWAN KUMAR,Independent,lost,1597
PUJA DEVI,Independent,lost,1505
CHANDRA KISHOR PRASAD YADAV,Independent,lost,1178
KUNDURU RAGHUVEER,Indian National Congress,won,784337
SAIDI REDDY SHANAMPUDI,Bharatiya Janata Party,lost,224432
KANCHARLA KRISHNA REDDY,Bharat Rashtra Samithi,lost,218417
JANAIAH NANDIPATI,Telangana Sakalajanula Party,lost,10859
ANJAIAH VIRIGINENI,Bahujan Samaj Party,lost,7177
NAGARAJU BANDARU,Independent,lost,7128
NOTA,None of the Above,,6086
MARAM VENKAT REDDY,Independent,lost,5967
PANUGOTU LALASINGH,Independent,lost,5286
THALARI RAMBABU,Dharma Samaj Party,lost,5122
RAMESH SUNKARA,Independent,lost,3569
POLISHETTY VENKATESHWARLU,Independent,lost,3212
KUKKALA VENKANNA,Independent,lost,2566
CHOLLETI PRABHAKAR,Independent,lost,2504
GOLI SAIDULU,Independent,lost,1779
MARRI NEHEMIAH,Independent,lost,1662
RAVI PALAKURI,Independent,lost,1547
VASKULA MATTAIAH,Marxist Communist Party of India (United),lost,1040
KUNDARAPU SRIKANTH,Independent,lost,947
RACHA SUBHADRA REDDY,Socialist Party (India),lost,846
LINGAM KRISHNA,Independent,lost,666
KINNERA YADAIAH,Independent,lost,661
SHIRISHALA SRINAIAH,Independent,lost,514
MATHESWARAN V S,Dravida Munnetra Kazhagam,won,462036
TAMILMANI S,All India Anna Dravida Munnetra Kazhagam,lost,432924
DR RAMALINGAM K P,Bharatiya Janata Party,lost,104690
KANIMOZHI G,Naam Tamilar Katchi,lost,95577
NOTA,None of the Above,,12984
DEEPAN CHAKKRAVARTHI S,Independent,lost,3579
RAJENDRAN C,Viduthalai Kalam Katchi,lost,2599
NATARAJAN M,Independent,lost,2588
RAMESH T,Ahimsa Socialist Party,lost,2421
EZHIL SELVAN P,Tamilaga Makkal Thannurimai Katchi,lost,2165
RAMAN V,Bahujan Samaj Party,lost,2157
UTHAYAKUMAR P,Independent,lost,1901
KANDASAMY A M,Independent,lost,1514
RAMASAMY P,Independent,lost,1350
KARTHI S,Independent,lost,1334
RAMESH T R,Independent,lost,1325
SATHEESH G,Independent,lost,1292
RAMASAMY N,Independent,lost,1250
MADHESWARAN V,Independent,lost,1147
DR GURUNATHAN S,Independent,lost,1071
KARTHIKEYAN S,Independent,lost,920
NALLATHAMBI P,Independent,lost,770
EASWARAMOORTHY M,Independent,lost,768
BALAJICHEZHIAN P,Independent,lost,719
RAVIKUMAR P,Ganasangam Party of India,lost,637
NAVEEN K,Independent,lost,635
DURAIRAJ C,Independent,lost,592
ARULMANI M,Independent,lost,568
THIYAGARAJAN R,Samaniya Makkal Nala Katchi,lost,528
VENNILA S,Independent,lost,528
KALIANNAN S,Independent,lost,497
KANDASAMY P,Independent,lost,480
MANIKKAM S,Ulzaipali Makkal Katchy,lost,442
MOORTHI J,Independent,lost,389
TAMILMANI A,Independent,lost,354
SELVARAJ K R,Independent,lost,303
SAKTHIVEL S,Independent,lost,299
NETAJIKAVIARASU V,Independent,lost,288
SIVAKUMAR V,Independent,lost,246
MOORTHY V,Independent,lost,222
GOPAL P,Independent,lost,214
CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,won,528894
CHIKHALIKAR PRATAPRAO GOVINDRAO,Bharatiya Janata Party,lost,469452
AVINASH VISHWANATH BHOSIKAR,Vanchit Bahujan  Aaghadi,lost,92512
PANDURANG RAMA ADGULWAR,Bahujan Samaj Party,lost,6901
NIKHIL LAXMANRAO GARJE,Independent,lost,4325
NOTA,None of the Above,,3628
NAGESH SAMBHAJI GAIKWAD,Independent,lost,3318
BHASKAR CHAMPATRAO DOIFODE,Independent,lost,2080
SUSHILA NILKANTHRAO PAWAR,Samnak Janta Party,lost,1890
ABDUL RAIS AHEMAD,Desh Janhit Party,lost,1510
DEVIDAS GOVINDRAO INGLE,Independent,lost,1471
KALPANA SANJAY GAIKWAD,Independent,lost,1310
KAUSAR SULTANA,Indian National League,lost,1215
SAHEBRAO BHIVA GAJBHARE,Independent,lost,1193
JAGDISH LAXMAN POTRE,Independent,lost,963
GAJANAN DATTRAMJI DHUMAL,Independent,lost,950
LAXMAN NAGORAO PATIL,Independent,lost,923
MAHARUDRA KESHAV POPLAITKAR,Independent,lost,913
RUKMINBAI SHANKARRAO GITE,Bharatiya Praja Surajya Paksha,lost,903
HARI PIRAJI BOYALE,Bahujan Bharat Party,lost,878
RATHOD SURESH GOPINATH,Independent,lost,808
KADAM SURAJ DEVENDRA,Independent,lost,799
RAHUL SURYAKANT YANGADE,Bahujan Mukti Party,lost,737
DNYANESHWAR RAOSAHEB KAPATE,Independent,lost,681
ADV GOWAAL KAGADA PADAVI,Indian National Congress,won,745998
DR HEENA VIJAYKUMAR GAVIT,Bharatiya Janata Party,lost,586878
NOTA,None of the Above,,14123
ANANDA SUKALAL KOLI,Bahujan Samaj Party,lost,10644
SUSHILKUMAR JAHANGIR PAWARA,Independent,lost,8887
NIRMALA VASAVE,Peoples Party of India (Democratic),lost,6947
ROHIDAS GEMAJI VALVI,Independent,lost,4947
HEMANT MANSARAM KOLI,Vanchit Bahujan  Aaghadi,lost,4081
DEEPAKKUMAR MADHUKAR SHIRSATH,Independent,lost,3571
RAVINDRA RANJIT VALVI,Bharat Adivasi Party,lost,2625
JALAMSING SUTUM PAWAR,Independent,lost,2587
GITANJALI SHASHIKANT KOLI,Independent,lost,2381
DR BYREDDY SHABARI,Telugu Desam,won,701131
POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,lost,589156
J LAKSHMI NARASIMHA YADAV,Indian National Congress,lost,56204
NOTA,None of the Above,,10697
P GURUVAIAH,Independent,lost,8191
A CHINNA MOULALI,Bahujan Samaj Party,lost,7831
HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,lost,6932
KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,lost,4633
GAGGERA VENKATA RAMANAIAH,Independent,lost,3031
DUMAVATH SWAMY NAIK,Independent,lost,2358
KUNUKUNTLA RAMUDU,Independent,lost,1413
E ANIL KUMAR,Independent,lost,1334
BRAHMANANDA REDDY K,Independent,lost,1272
C SURENDRA NATHA REDDY,Independent,lost,1268
UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,lost,791
NAGESWARA RAO,Independent,lost,680
BHUMA VEERA BHADRA REDDY,Navarang Congress Party,lost,646
YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,lost,642
VIJAYA BHASKAR REDDYPOGU,Independent,lost,641
PANDU RANGA YADAV SIDDAPU,Samajwadi Party,lost,605
CHANDINI REDDY VAKATI,Liberation Congress Party,lost,556
GAJULA SHALIMIYA,Anna YSR Congress Party,lost,486
B C RAMANADHA AREDDY,Independent,lost,472
KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,lost,430
CH P MALLESWARUDU,Independent,lost,421
I V PAKKIR REDDY,Independent,lost,410
V MADHUSUDHANA REDDY,Independent,lost,401
BUSHAKU MAHESWARA REDDY,Independent,lost,390
GOGULA SUGUNAMMA,Jai Maha Bharath Party,lost,379
U P MUNI REDDY,Independent,lost,376
BELLAMKONDA SREENIVASULU,Independent,lost,353
BALIJA SHIVA KUMAR,Independent,lost,288
BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,won,707343
UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party,lost,430541
K.B.R.NAIDU,Indian National Congress,lost,35213
NOTA,None of the Above,,7677
PRASANNA KUMAR UNDURTHI,Independent,lost,6364
SIRRA RAJU,Bahujan Samaj Party,lost,6014
MEDAPATI VENKATA VARAHALA REDDY,Independent,lost,5969
BALAGAM NAYAKAR,Independent,lost,5240
NALLI RAJESH,Independent,lost,4684
KETHA SREENU,Independent,lost,3145
OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party,lost,3116
ADDEPALLI VEERA VENKAT SUBBA RAO,Independent,lost,2783
ANAND CHANDULAL JASTI,Independent,lost,2726
GANJI PURNIMA,Republican Party of India (A),lost,1649
GEDALA LAXMANA RAO,Independent,lost,1527
ADDANKI DORABABU,Independent,lost,1393
GOTTUMUKKALA SHIVAJI,Independent,lost,1384
ADINARAYANA DUPPANAPUDI,Independent,lost,1007
MANNE LEELA RAMA NARENDRA,Pyramid Party of India,lost,930
RAMA DURGA PRASAD THOLETI,Independent,lost,920
RUKHMINI,Independent,lost,686
ADABALA SIVA,Independent,lost,683
LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,won,807996
ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,lost,648267
GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,lost,18046
NOTA,None of the Above,,11199
ORSU PREMARAJU,Bahujan Samaj Party,lost,5309
KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,lost,2336
GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,lost,1245
YAMPATI VEERANJANEYA REDDY,Independent,lost,1057
SUBBARAO CHALLA,Independent,lost,1051
ABDUL RAJAK SHAIK,Independent,lost,723
KOTA POTHURAJU,Pyramid Party of India,lost,670
P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,lost,388
PASUPULETI PICHAIAH,National Nava Kranthi Party,lost,356
PAPPULA SAMBASIVA RAO,Navarang Congress Party,lost,332
DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,lost,309
THOKALA NAGA RAJU,All India Forward Bloc,lost,285
RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),won,616729
GODSE HEMANT TUKARAM,Shiv Sena,lost,454728
KARAN PANDHARINATH GAIKAR,Vanchit Bahujan  Aaghadi,lost,47193
SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent,lost,44524
ARUN MADHUKAR KALE,Bahujan Samaj Party,lost,7751
CHANDRAKANT KESHAVRAO THAKUR,Independent,lost,6608
NOTA,None of the Above,,6185
AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party,lost,4997
DARSHANA AMOL MEDHE,Prabuddha Republican Party,lost,4736
KANOJE PRAKASH GIRDHARI,Independent,lost,3920
VAMAN MAHADEV SANGALE,Dharmarajya Paksha,lost,3861
SUDHIR SHRIDHAR DESHMUKH,Independent,lost,3167
JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent,lost,3132
ARIF USMAN MANSURI,Independent,lost,2543
JAYSHRI MAHENDRA PATIL,Sainik Samaj Party,lost,2426
GANESH BALASAHEB BORASTE,Independent,lost,2404
SIDDHESHWARANAND SARASWATI,Independent,lost,2388
SUSHAMA ABHIJIT GORANE,Independent,lost,2260
KANTILAL KISAN JADHAV,Ambedkarite Party of India,lost,2055
CHANDRABHAN AABAJI PURKAR,Independent,lost,1890
YASHWANT VALU PARDHI,Bhartiya Asmita Party,lost,1874
KAILASH MARUTI CHAVAN,Aam Janta Party (India),lost,1703
KAMLAKAR BALASAHEB GAIKWAD,Dalit Soshit Pichhara Varg  Adhikar Dal,lost,1646
DHANAJI ASHOK TOPALE,Independent,lost,1376
BHAGYASHRI NITIN ADSUL,Indian Peoples Adhikar Party,lost,1244
SOPAN NIVRUTTI SOMWANSHI,Independent,lost,1211
ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican  Socialist Party,lost,1210
KOLAPPA HANUMANT DHOTRE,Independent,lost,1200
TILOTTAMA SUNIL JAGTAP,Independent,lost,656
DEEPAK GAIKWAD,Independent,lost,642
SACHINRAJE DATTATREYA DEORE,Independent,lost,551
DEVIDAS PIRAJI SARKATE,Independent,lost,394
C R PATIL,Bharatiya Janata Party,won,1031065
NAISHADHBHAI BHUPATBHAI  DESAI,Indian National Congress,lost,257514
NOTA,None of the Above,,20462
MALKHAN RAMKISHOR VARMA,Bahujan Samaj Party,lost,8133
KIRIT L. SURATI,Independent,lost,4211
RAJU VARDE,Independent,lost,3184
RAMZAN MANSURI (SENIOR JOURNALIST),Log Party,lost,2653
KADIR MAHEBOOB SAIYED,Social Democratic Party Of India,lost,2538
DR. KANUBHAI KHADADIYA,Socialist Unity Centre Of India (COMMUNIST),lost,1485
SHEKH MOHMMAD NISHAR (MUNNABHAI GARAGE),Independent,lost,1483
SUMANBEN  KHUSHWA (HANSIKA RAJPUT),Sardar Vallabhbhai Patel Party,lost,1426
MOHAMMAD HANIF SHAH,Garib Kalyan Party,lost,1097
ADVOCATE NAVINKUMAR SHANKERBHAI PATEL,Independent,lost,1095
CHANDANSINGH SHIVBADANSINGH THAKUR,Independent,lost,1087
KAZI AYAZ HUSNUDDIN,Independent,lost,783
VIVEK THAKUR,Bharatiya Janata Party,won,410608
SHRAWAN KUMAR,Rashtriya Janata Dal,lost,342938
BINOD YADAV,Independent,lost,39519
GUNJAN KUMAR,Independent,lost,29682
RANJIT KUMAR,Bahujan Samaj Party,lost,16316
NOTA,None of the Above,,12592
ANAND KUMAR VERMA,Bharat Jan Jagran Dal,lost,7736
GAUTAM KUMAR BABLOO,Bhagidari Party(P),lost,5889
GANAURI PANDIT,Peoples Party of India (Democratic),lost,4590
PRABHAKAR REDDY VEMIREDDY,Telugu Desam,won,766202
VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,lost,520300
KOPPULA RAJU,Indian National Congress,lost,54844
NOTA,None of the Above,,15577
BHASKAR NASINA,Bahujan Samaj Party,lost,5811
VIVEKA MANNEPALLI,Revolutionary Socialist Party,lost,2804
KOPPALA RAGHU,Independent,lost,2015
GAJULA SOMA SEKHAR,Jai Bharat National Party,lost,1779
SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,lost,1330
SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),lost,1233
MALLEPALLY RAGHU,Navarang Congress Party,lost,1105
SHAIK SHAFI AHMED,All India Forward Bloc,lost,1037
NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,lost,600
TALARI VENKATAIAH,Jaibhim Rao Bharat Party,lost,558
PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),lost,454
BANSURI SWARAJ,Bharatiya Janata Party,won,453185
SOMNATH BHARTI,Aam Aadmi Party,lost,374815
RAAJ KUMAR ANAND,Bahujan Samaj Party,lost,5629
NOTA,None of the Above,,4813
SANJAY RAWAT,Independent,lost,1276
ACHLA JETHMALANI,Jindabad Kranti Party,lost,1037
HIRA LAL,Independent,lost,1005
PREM SINGH,Navarang Congress Party,lost,806
UPEN‍DRA,Anjaan Aadmi Party,lost,781
DILIP SINGH,Independent,lost,726
LUKMAN KHAN,Log Party,lost,656
PUNAM PANDEY,Rashtravadi Loktantrik Party (India),lost,641
SANDHYA THAKKAR,Rashtriya Republican Party,lost,486
RAVINDER SINGH,Independent,lost,416
DINESH KUMAR,Peoples Party of India (Democratic),lost,361
PRITHVI NATH SINGH,Bharatiya Sampuran Krantikari Party,lost,335
MAHESH KUMAR DENWAL,Ambedkarite Party of India,lost,288
MANOJ KUMAR SHARMA,Loktantrik Janshakti Party,lost,212
RAJA A,Dravida Munnetra Kazhagam,won,473212
DR MURUGAN L,Bharatiya Janata Party,lost,232627
LOGESH TAMILSELVAN D,All India Anna Dravida Munnetra Kazhagam,lost,220230
JAYAKUMAR A,Naam Tamilar Katchi,lost,58821
NOTA,None of the Above,,13000
VIJAYAKUMAR D,Independent,lost,4808
GANESHAMOORTHI A,Bahujan Samaj Party,lost,3033
BADRAN M,Ganasangam Party of India,lost,2425
SELVAN N,Independent,lost,2054
DHANABAL R,Independent,lost,1928
JAYANTHI M,Ambedkarite Party of India,lost,1556
MURUGAN Y,Independent,lost,1413
MURUGESAN,Independent,lost,1059
MALARMANNAN M,Samaniya Makkal Nala Katchi,lost,820
SATHISH M,Independent,lost,740
KRISHNA KUMAR,Independent,lost,615
ANBHUGURU V,Independent,lost,565
ARVIND DHARMAPURI,Bharatiya Janata Party,won,592318
JEEVANREDDY THATIPARTHI,Indian National Congress,lost,483077
GOVERDHAN BAJIREDDY,Bharat Rashtra Samithi,lost,102406
GANTA CHARITHA RAO,Independent,lost,5710
YOUGENDAR GATLA,Alliance of Democratic Reforms Party,lost,5453
KOTAGIRI SRINIVAS,Independent,lost,5312
NOTA,None of the Above,,4483
PUPPALA LIMBADRI,Bahujan Samaj Party,lost,4263
TUTUKURU JEEVAN REDDY,Independent,lost,4091
KANDELA SUMAN,Dharma Samaj Party,lost,3886
GOLI. NARESH,Dalita Bahujana Party,lost,3024
ARE RAJENDHAR,Independent,lost,2907
KOTHAKONDA SHAKTI PRASAD,Independent,lost,2106
VEMULAA VIKRAM REDDY,Independent,lost,2074
GOPI CHENDRIAH,Independent,lost,1723
ALI MANSOOR,Anna YSR Congress Party,lost,1468
GUYYA SAIKRISHNA MURTHY,Yuga Thulasi Party,lost,1129
SYED ASGAR,Independent,lost,1048
MALAVAT VITHAL,Independent,lost,919
MOGILI RAJKUMAR,India Praja Bandhu Party,lost,830
RAPELLY SRINIVAS,Independent,lost,793
DESHABOINA LAXMINARAYANA,Independent,lost,723
ABBAGONI ASHOK GOUD,Bahujana Left Party,lost,649
DEVATHI SRINIVAS,Bahujan Mukti Party,lost,636
B B NAIK,Independent,lost,581
BHUKYA. NANDU,Vidhyarthula Rajakiya Party,lost,580
RAPALLY SATYANARAYANA,Independent,lost,426
RAGI ANIL,Independent,lost,375
PALAMURI SAI NIKHIL,Independent,lost,307
PRASHANTH KATRAJI,Independent,lost,284
SHRIPAD YESSO NAIK,Bharatiya Janata Party,won,257326
RAMAKANT KHALAP,Indian National Congress,lost,141311
TUKARAM BHARAT PARAB,Revolutionary Goans Party,lost,45693
NOTA,None of the Above,,6328
MILAN R VAINGANKAR,Bahujan Samaj Party,lost,1625
MR SAKHARAM NAIK,Akhil Bhartiya Parivar Party,lost,1417
SHAKEEL JAMAL SHAIKH,Independent,lost,807
THOMAS AUGUSTINE FERNANDES,Independent,lost,759
ADV VISHAL NAIK,Independent,lost,752
MANOJ TIWARI,Bharatiya Janata Party,won,824451
KANHAIYA KUMAR,Indian National Congress,lost,685673
ASHOK KUMAR,Bahujan Samaj Party,lost,12138
NOTA,None of the Above,,5873
